Orderid,Orderdate,Priority,Returned,Customerid
IN-2012-AB1025527-41263,41263,Medium,No,AB-1025527
IN-2012-AB1025558-41185,41185,Medium,No,AB-1025558
IN-2012-AB10600130-41094,41094,Medium,No,AB-10600130
IN-2012-AC104507-41166,41166,High,No,AC-104507
IN-2012-AC106157-41087,41087,Low,No,AC-106157
IN-2012-AC1066027-41187,41187,High,No,AC-1066027
IN-2012-AF1087059-41217,41217,Medium,No,AF-1087059
IN-2012-AF108707-41153,41153,Low,No,AF-108707
IN-2012-AG10270144-40917,40917,Medium,No,AG-10270144
IN-2012-AG1027027-41174,41174,Medium,No,AG-1027027
IN-2012-AG103007-41114,41114,Medium,No,AG-103007
IN-2012-AG1049527-41248,41248,Medium,No,AG-1049527
IN-2012-AG1049558-41054,41054,Medium,No,AG-1049558
IN-2012-AG10675102-41237,41237,Medium,No,AG-10675102
IN-2012-AG10900113-40960,40960,Medium,No,AG-10900113
IN-2012-AH1003059-41254,41254,Medium,No,AH-1003059
IN-2012-AH100757-41143,41143,Medium,No,AH-100757
IN-2012-AH100757-41188,41188,Medium,No,AH-100757
IN-2012-AH1019558-41263,41263,Critical,No,AH-1019558
IN-2012-AH1021027-41248,41248,Medium,No,AH-1021027
IN-2012-AH1046558-41059,41059,Medium,No,AH-1046558
IN-2012-AH105851-41243,41243,Critical,No,AH-105851
IN-2012-AH1069058-41177,41177,Medium,No,AH-1069058
IN-2012-AI1085592-41080,41080,High,No,AI-1085592
IN-2012-AJ107957-41031,41031,Medium,No,AJ-107957
IN-2012-AJ107957-41203,41203,High,No,AJ-107957
IN-2012-AJ1094527-41185,41185,High,No,AJ-1094527
IN-2012-AJ1094527-41207,41207,High,No,AJ-1094527
IN-2012-AM103607-41039,41039,Medium,No,AM-103607
IN-2012-AM10705130-41151,41151,Critical,Yes,AM-10705130
IN-2012-AO108107-41251,41251,Medium,No,AO-108107
IN-2012-AP1091592-41165,41165,High,No,AP-1091592
IN-2012-AR10345144-41069,41069,Critical,No,AR-10345144
IN-2012-AR103457-41268,41268,Medium,No,AR-103457
IN-2012-AR10510144-41114,41114,High,No,AR-10510144
IN-2012-AR1051027-41266,41266,Medium,No,AR-1051027
IN-2012-AR1051056-40960,40960,Medium,No,AR-1051056
IN-2012-AR1054027-41242,41242,Critical,No,AR-1054027
IN-2012-AR1057088-41145,41145,Medium,No,AR-1057088
IN-2012-AS10045113-41224,41224,Critical,No,AS-10045113
IN-2012-AS100457-41065,41065,Medium,No,AS-100457
IN-2012-AS1009058-41136,41136,Medium,No,AS-1009058
IN-2012-AS1013527-41229,41229,Medium,No,AS-1013527
IN-2012-AS10225144-41109,41109,High,No,AS-10225144
IN-2012-AS10240144-40985,40985,High,No,AS-10240144
IN-2012-AS1028527-41034,41034,Medium,Yes,AS-1028527
IN-2012-AS1028558-41221,41221,Critical,No,AS-1028558
IN-2012-AS1028592-41251,41251,Medium,No,AS-1028592
IN-2012-AT1043558-41268,41268,High,No,AT-1043558
IN-2012-AT1043559-41061,41061,Medium,No,AT-1043559
IN-2012-AT10735113-41197,41197,High,No,AT-10735113
IN-2012-AT107357-41065,41065,Low,No,AT-107357
IN-2012-AW1084097-41228,41228,Critical,No,AW-1084097
IN-2012-AY1055527-41074,41074,Medium,No,AY-1055527
IN-2012-AY1055558-41072,41072,High,No,AY-1055558
IN-2012-AY105557-41014,41014,Medium,No,AY-105557
IN-2012-BB1099092-41232,41232,Medium,No,BB-1099092
IN-2012-BB115457-41194,41194,High,Yes,BB-115457
IN-2012-BC111257-41021,41021,High,No,BC-111257
IN-2012-BD1150058-41117,41117,Medium,No,BD-1150058
IN-2012-BD1150066-40912,40912,Medium,No,BD-1150066
IN-2012-BD115007-41245,41245,Medium,No,BD-115007
IN-2012-BD11560113-40939,40939,Medium,No,BD-11560113
IN-2012-BD116207-40968,40968,Medium,No,BD-116207
IN-2012-BD1163558-41213,41213,High,No,BD-1163558
IN-2012-BD1163558-41259,41259,Medium,No,BD-1163558
IN-2012-BD1163592-41222,41222,High,No,BD-1163592
IN-2012-BD117257-41151,41151,High,No,BD-117257
IN-2012-BD1177058-41054,41054,Low,No,BD-1177058
IN-2012-BE113357-41011,41011,Medium,No,BE-113357
IN-2012-BE1133578-41088,41088,High,No,BE-1133578
IN-2012-BE1145527-40971,40971,High,No,BE-1145527
IN-2012-BE1145527-41206,41206,Critical,No,BE-1145527
IN-2012-BF1097527-41128,41128,Medium,No,BF-1097527
IN-2012-BF1102059-41258,41258,Critical,No,BF-1102059
IN-2012-BF1108011-41252,41252,Medium,No,BF-1108011
IN-2012-BF11080130-41187,41187,Medium,No,BF-11080130
IN-2012-BF11170102-41089,41089,Medium,No,BF-11170102
IN-2012-BF1121558-40955,40955,Medium,No,BF-1121558
IN-2012-BF1121559-41185,41185,Medium,No,BF-1121559
IN-2012-BF112157-41205,41205,High,No,BF-112157
IN-2012-BG1174078-41108,41108,High,No,BG-1174078
IN-2012-BH1171059-40914,40914,High,No,BH-1171059
IN-2012-BH117107-41083,41083,Medium,No,BH-117107
IN-2012-BM1157527-40981,40981,High,No,BM-1157527
IN-2012-BM1157527-41001,41001,High,No,BM-1157527
IN-2012-BM1157527-41153,41153,Medium,No,BM-1157527
IN-2012-BM1178527-40977,40977,Critical,No,BM-1178527
IN-2012-BM1178558-41017,41017,Medium,No,BM-1178558
IN-2012-BM1178558-41124,41124,Medium,No,BM-1178558
IN-2012-BM1178559-41117,41117,Medium,No,BM-1178559
IN-2012-BM1178592-40989,40989,Critical,No,BM-1178592
IN-2012-BP1109527-40947,40947,Medium,No,BP-1109527
IN-2012-BP111857-41249,41249,Medium,No,BP-111857
IN-2012-BP112907-41147,41147,Medium,No,BP-112907
IN-2012-BS1159027-41020,41020,Medium,No,BS-1159027
IN-2012-BS11755113-41061,41061,High,No,BS-11755113
IN-2012-BS1175527-41268,41268,High,No,BS-1175527
IN-2012-BS117557-41109,41109,Medium,No,BS-117557
IN-2012-BT11395102-41170,41170,High,No,BT-11395102
IN-2012-BT113957-41186,41186,Medium,No,BT-113957
IN-2012-BT113957-41222,41222,Medium,No,BT-113957
IN-2012-BW1111027-41076,41076,High,No,BW-1111027
IN-2012-BW111107-40955,40955,Medium,No,BW-111107
IN-2012-BW1111092-41051,41051,Medium,No,BW-1111092
IN-2012-BW1120059-41153,41153,Medium,No,BW-1120059
IN-2012-BW1120059-41156,41156,Medium,No,BW-1120059
IN-2012-CA119657-41252,41252,Low,No,CA-119657
IN-2012-CA1226527-41150,41150,High,No,CA-1226527
IN-2012-CA1226559-40934,40934,Medium,No,CA-1226559
IN-2012-CA1226559-41082,41082,Medium,No,CA-1226559
IN-2012-CA1277558-41214,41214,Medium,No,CA-1277558
IN-2012-CB1241566-41243,41243,Medium,No,CB-1241566
IN-2012-CC1210027-41273,41273,Medium,No,CC-1210027
IN-2012-CC1214592-41142,41142,High,No,CC-1214592
IN-2012-CC1237059-41247,41247,Medium,No,CC-1237059
IN-2012-CC1237092-40943,40943,Medium,No,CC-1237092
IN-2012-CC1237092-41149,41149,Medium,No,CC-1237092
IN-2012-CC1243058-40932,40932,Medium,No,CC-1243058
IN-2012-CC124307-40969,40969,Medium,No,CC-124307
IN-2012-CC125507-41194,41194,High,No,CC-125507
IN-2012-CC1261027-41105,41105,Medium,No,CC-1261027
IN-2012-CC1267059-41221,41221,Low,No,CC-1267059
IN-2012-CC126707-41203,41203,Low,No,CC-126707
IN-2012-CC1267097-41033,41033,Medium,No,CC-1267097
IN-2012-CD11920102-41207,41207,High,No,CD-11920102
IN-2012-CD1192027-40979,40979,Medium,No,CD-1192027
IN-2012-CD1198027-41195,41195,Critical,No,CD-1198027
IN-2012-CD1279027-41109,41109,Medium,No,CD-1279027
IN-2012-CG1204027-41252,41252,Medium,Yes,CG-1204027
IN-2012-CH1207027-41010,41010,Medium,No,CH-1207027
IN-2012-CK122057-40983,40983,Medium,No,CK-122057
IN-2012-CK122057-41254,41254,Medium,No,CK-122057
IN-2012-CK127607-41242,41242,Critical,No,CK-127607
IN-2012-CK1276078-41138,41138,High,No,CK-1276078
IN-2012-CL1189027-41095,41095,Medium,No,CL-1189027
IN-2012-CL12700102-41200,41200,Medium,No,CL-12700102
IN-2012-CL1270058-41226,41226,Medium,No,CL-1270058
IN-2012-CM118157-41160,41160,Medium,No,CM-118157
IN-2012-CM118307-41097,41097,High,No,CM-118307
IN-2012-CM11935130-41145,41145,Medium,No,CM-11935130
IN-2012-CM1223527-41248,41248,Medium,Yes,CM-1223527
IN-2012-CM1244521-41271,41271,High,No,CM-1244521
IN-2012-Co1264066-41181,41181,Medium,No,Co-1264066
IN-2012-CR1258058-41132,41132,Medium,No,CR-1258058
IN-2012-CR12625102-41086,41086,High,No,CR-12625102
IN-2012-CS1184527-41139,41139,Medium,No,CS-1184527
IN-2012-CS118457-40921,40921,Medium,No,CS-118457
IN-2012-CS118457-40990,40990,Low,No,CS-118457
IN-2012-CS1186027-41268,41268,High,No,CS-1186027
IN-2012-CS119507-41160,41160,High,No,CS-119507
IN-2012-CS121307-40985,40985,Medium,No,CS-121307
IN-2012-CS12400102-41186,41186,Medium,No,CS-12400102
IN-2012-CS1246092-41227,41227,Medium,No,CS-1246092
IN-2012-CT1199558-41080,41080,Medium,No,CT-1199558
IN-2012-CW1190558-41145,41145,High,No,CW-1190558
IN-2012-DA1345058-41264,41264,Medium,No,DA-1345058
IN-2012-DB1306027-41219,41219,High,No,DB-1306027
IN-2012-DB130607-41017,41017,High,No,DB-130607
IN-2012-DB131207-41256,41256,High,No,DB-131207
IN-2012-DB131207-41257,41257,Medium,Yes,DB-131207
IN-2012-DB13270102-40967,40967,Medium,No,DB-13270102
IN-2012-DB1327027-41267,41267,High,No,DB-1327027
IN-2012-DB1327056-40953,40953,Medium,No,DB-1327056
IN-2012-DB1340559-41052,41052,Medium,No,DB-1340559
IN-2012-DB13555102-41195,41195,Medium,No,DB-13555102
IN-2012-DB1366027-40946,40946,Medium,No,DB-1366027
IN-2012-DB136607-41207,41207,Medium,No,DB-136607
IN-2012-DF1313559-40919,40919,Medium,No,DF-1313559
IN-2012-DF1313566-40965,40965,Critical,No,DF-1313566
IN-2012-DG1330027-41133,41133,Medium,No,DG-1330027
IN-2012-DH1367558-41233,41233,Medium,No,DH-1367558
IN-2012-DJ13420144-40988,40988,Medium,No,DJ-13420144
IN-2012-DJ13630144-41171,41171,High,No,DJ-13630144
IN-2012-DJ1363027-41212,41212,Critical,No,DJ-1363027
IN-2012-DK1298527-41082,41082,Medium,No,DK-1298527
IN-2012-DK1298558-40985,40985,Medium,No,DK-1298558
IN-2012-DK13090130-41259,41259,Medium,No,DK-13090130
IN-2012-DK1309027-40982,40982,High,No,DK-1309027
IN-2012-DK1309092-41180,41180,High,No,DK-1309092
IN-2012-DK13150102-40975,40975,Medium,No,DK-13150102
IN-2012-DK1315027-40940,40940,Medium,No,DK-1315027
IN-2012-DK1315027-41188,41188,High,No,DK-1315027
IN-2012-DK131507-41114,41114,Medium,No,DK-131507
IN-2012-DL128657-40918,40918,Medium,No,DL-128657
IN-2012-DL1286592-41152,41152,High,No,DL-1286592
IN-2012-DL1333092-40981,40981,High,No,DL-1333092
IN-2012-DL134951-41119,41119,Medium,No,DL-134951
IN-2012-DL1349558-41215,41215,Medium,No,DL-1349558
IN-2012-Dl13600130-41159,41159,Medium,No,Dl-13600130
IN-2012-DM1295558-41142,41142,Medium,No,DM-1295558
IN-2012-DM1301527-41248,41248,Medium,No,DM-1301527
IN-2012-DM1352558-41123,41123,Critical,No,DM-1352558
IN-2012-DM1352558-41257,41257,Medium,No,DM-1352558
IN-2012-DN136907-40941,40941,Medium,No,DN-136907
IN-2012-DO134357-41115,41115,Medium,No,DO-134357
IN-2012-DO1364566-41052,41052,Medium,No,DO-1364566
IN-2012-DP13000144-40989,40989,Medium,No,DP-13000144
IN-2012-DP1300078-41223,41223,High,No,DP-1300078
IN-2012-DP131057-41215,41215,Critical,No,DP-131057
IN-2012-DP1316558-41173,41173,High,No,DP-1316558
IN-2012-Dp1324027-41223,41223,Medium,No,Dp-1324027
IN-2012-Dp132407-41164,41164,High,No,Dp-132407
IN-2012-DP133907-41206,41206,Medium,No,DP-133907
IN-2012-DP1339078-40911,40911,Medium,No,DP-1339078
IN-2012-DR1288027-41142,41142,Medium,No,DR-1288027
IN-2012-DR129407-41066,41066,Medium,No,DR-129407
IN-2012-DS1303058-41146,41146,Medium,No,DS-1303058
IN-2012-DS1318027-41131,41131,High,No,DS-1318027
IN-2012-DV130457-41137,41137,Medium,No,DV-130457
IN-2012-DV1346558-40919,40919,High,No,DV-1346558
IN-2012-DW135857-41061,41061,High,No,DW-135857
IN-2012-EA1403527-40960,40960,Low,No,EA-1403527
IN-2012-EB138707-41000,41000,High,No,EB-138707
IN-2012-EB139307-41060,41060,Critical,No,EB-139307
IN-2012-EB1411059-41226,41226,Medium,No,EB-1411059
IN-2012-EC140507-41174,41174,Medium,No,EC-140507
IN-2012-ED138851-41255,41255,Low,No,ED-138851
IN-2012-EH13990102-41156,41156,Low,No,EH-13990102
IN-2012-EH1399011-41052,41052,Critical,No,EH-1399011
IN-2012-EH1399058-41187,41187,High,No,EH-1399058
IN-2012-EH139907-41140,41140,Medium,Yes,EH-139907
IN-2012-EH140057-41181,41181,High,No,EH-140057
IN-2012-EH1412558-41066,41066,High,No,EH-1412558
IN-2012-EH1418527-41002,41002,Medium,No,EH-1418527
IN-2012-EJ1415592-41187,41187,High,No,EJ-1415592
IN-2012-EM1396059-41056,41056,High,No,EM-1396059
IN-2012-EM1414027-41062,41062,Medium,No,EM-1414027
IN-2012-EM1414059-41201,41201,Medium,No,EM-1414059
IN-2012-EM1420092-41038,41038,Low,No,EM-1420092
IN-2012-EN1378058-41124,41124,High,No,EN-1378058
IN-2012-EP1391527-41186,41186,High,No,EP-1391527
IN-2012-EP1391559-41049,41049,High,No,EP-1391559
IN-2012-EP139157-41138,41138,Medium,No,EP-139157
IN-2012-ES14020130-41047,41047,Medium,No,ES-14020130
IN-2012-ES1408027-40941,40941,Medium,Yes,ES-1408027
IN-2012-ES140807-41059,41059,Medium,No,ES-140807
IN-2012-FH143657-41058,41058,Medium,No,FH-143657
IN-2012-FH1436592-41186,41186,Medium,No,FH-1436592
IN-2012-FM142157-41069,41069,Medium,No,FM-142157
IN-2012-FM1429027-41189,41189,Medium,No,FM-1429027
IN-2012-FM142907-41174,41174,Critical,No,FM-142907
IN-2012-FO1430578-40949,40949,Critical,No,FO-1430578
IN-2012-FP143207-41184,41184,Medium,No,FP-143207
IN-2012-FW1439511-41023,41023,Critical,No,FW-1439511
IN-2012-FW1439511-41196,41196,Medium,No,FW-1439511
IN-2012-GA14515102-41153,41153,Low,No,GA-14515102
IN-2012-GD145907-40969,40969,Medium,No,GD-145907
IN-2012-GG1465027-40992,40992,Critical,Yes,GG-1465027
IN-2012-GG1465027-41123,41123,Medium,No,GG-1465027
IN-2012-GH1442527-41026,41026,Medium,No,GH-1442527
IN-2012-GH1442527-41258,41258,High,No,GH-1442527
IN-2012-GH1442558-41059,41059,Low,No,GH-1442558
IN-2012-GH1448558-41191,41191,Medium,No,GH-1448558
IN-2012-GH14665113-41248,41248,High,No,GH-14665113
IN-2012-GH1466527-41074,41074,Critical,No,GH-1466527
IN-2012-GH146657-41094,41094,High,No,GH-146657
IN-2012-GM1444027-41128,41128,High,Yes,GM-1444027
IN-2012-GM1444058-41200,41200,High,Yes,GM-1444058
IN-2012-GM146807-41234,41234,Critical,No,GM-146807
IN-2012-GP1474058-41175,41175,Medium,No,GP-1474058
IN-2012-GT1471058-41158,41158,High,Yes,GT-1471058
IN-2012-GT1475558-40997,40997,Medium,No,GT-1475558
IN-2012-GT1475558-41272,41272,Medium,No,GT-1475558
IN-2012-GW1460558-41081,41081,Medium,No,GW-1460558
IN-2012-GW146057-41084,41084,Medium,No,GW-146057
IN-2012-GZ145457-41174,41174,Medium,No,GZ-145457
IN-2012-HA1490527-41188,41188,Medium,No,HA-1490527
IN-2012-HA1492092-41052,41052,High,No,HA-1492092
IN-2012-HD147857-41165,41165,Critical,No,HD-147857
IN-2012-HE1480027-41271,41271,Medium,No,HE-1480027
IN-2012-HF1499559-41251,41251,Medium,No,HF-1499559
IN-2012-HF149957-41019,41019,Medium,No,HF-149957
IN-2012-HG1484527-41188,41188,Medium,No,HG-1484527
IN-2012-HG148457-41193,41193,Low,No,HG-148457
IN-2012-HG1496511-41263,41263,Medium,No,HG-1496511
IN-2012-HH150107-41125,41125,Medium,No,HH-150107
IN-2012-HJ1487559-41119,41119,High,No,HJ-1487559
IN-2012-HL1504011-41000,41000,Medium,No,HL-1504011
IN-2012-HL1504027-41264,41264,Medium,No,HL-1504027
IN-2012-HL150407-41237,41237,Critical,No,HL-150407
IN-2012-HM1498027-41135,41135,Low,No,HM-1498027
IN-2012-HR1483058-41171,41171,Medium,No,HR-1483058
IN-2012-HR1483092-41166,41166,Medium,No,HR-1483092
IN-2012-HZ1495078-41130,41130,Medium,No,HZ-1495078
IN-2012-JB154007-41262,41262,Medium,No,JB-154007
IN-2012-JB1592559-41245,41245,High,No,JB-1592559
IN-2012-JC1534027-40989,40989,Medium,No,JC-1534027
IN-2012-JD1601558-41086,41086,Medium,No,JD-1601558
IN-2012-JD1606027-41244,41244,High,No,JD-1606027
IN-2012-JD1615027-41165,41165,Medium,No,JD-1615027
IN-2012-JE1547527-41237,41237,Medium,No,JE-1547527
IN-2012-JE1547566-40954,40954,Medium,No,JE-1547566
IN-2012-JF1519011-41189,41189,Medium,No,JF-1519011
IN-2012-JF1549092-41122,41122,Medium,No,JF-1549092
IN-2012-JF15565102-41121,41121,Medium,No,JF-15565102
IN-2012-JG1516027-41075,41075,Medium,No,JG-1516027
IN-2012-JG1516058-41263,41263,Low,No,JG-1516058
IN-2012-JG15805144-41123,41123,High,No,JG-15805144
IN-2012-JG1580558-41061,41061,Medium,No,JG-1580558
IN-2012-JH1591027-41262,41262,Medium,Yes,JH-1591027
IN-2012-JH159107-41040,41040,Medium,No,JH-159107
IN-2012-JH1598527-41173,41173,Medium,No,JH-1598527
IN-2012-JH159857-40909,40909,Medium,No,JH-159857
IN-2012-JJ15445130-41046,41046,Medium,No,JJ-15445130
IN-2012-JJ157607-41194,41194,High,No,JJ-157607
IN-2012-JK152057-41065,41065,High,No,JK-152057
IN-2012-JK152057-41184,41184,Medium,No,JK-152057
IN-2012-JK1532527-41030,41030,Critical,No,JK-1532527
IN-2012-JK1532527-41216,41216,Medium,No,JK-1532527
IN-2012-JK15730102-41203,41203,Medium,No,JK-15730102
IN-2012-JK16090113-41230,41230,Medium,No,JK-16090113
IN-2012-JK160907-41159,41159,High,No,JK-160907
IN-2012-JL15130113-41072,41072,Medium,No,JL-15130113
IN-2012-JL15130130-41199,41199,Medium,No,JL-15130130
IN-2012-JL151307-40988,40988,High,Yes,JL-151307
IN-2012-JL152357-41210,41210,Medium,No,JL-152357
IN-2012-JL158357-41017,41017,Medium,No,JL-158357
IN-2012-JL158507-40960,40960,Medium,No,JL-158507
IN-2012-JM1525058-41131,41131,Low,No,JM-1525058
IN-2012-JM15265144-41031,41031,Medium,Yes,JM-15265144
IN-2012-JM1526559-41079,41079,Medium,No,JM-1526559
IN-2012-JM152657-40985,40985,Medium,No,JM-152657
IN-2012-JM1553558-41156,41156,Medium,No,JM-1553558
IN-2012-JM1553566-41069,41069,Low,No,JM-1553566
IN-2012-JM1558092-40932,40932,Medium,No,JM-1558092
IN-2012-JM1558092-41042,41042,Medium,No,JM-1558092
IN-2012-JM1565588-40963,40963,Medium,No,JM-1565588
IN-2012-JM1619558-41069,41069,High,No,JM-1619558
IN-2012-JM161957-41194,41194,Medium,No,JM-161957
IN-2012-JO1528027-41200,41200,Medium,No,JO-1528027
IN-2012-JO1528027-41264,41264,High,No,JO-1528027
IN-2012-JP1613527-41080,41080,Medium,No,JP-1613527
IN-2012-JP1613527-41249,41249,Medium,No,JP-1613527
IN-2012-JR1567027-41031,41031,Medium,Yes,JR-1567027
IN-2012-JR156707-40957,40957,Medium,No,JR-156707
IN-2012-JR156707-40975,40975,Medium,No,JR-156707
IN-2012-JR157007-40936,40936,Medium,No,JR-157007
IN-2012-JR1621066-41194,41194,Medium,No,JR-1621066
IN-2012-JS1588058-41058,41058,Medium,No,JS-1588058
IN-2012-JS16030144-41093,41093,Medium,No,JS-16030144
IN-2012-JS1603027-40977,40977,Medium,No,JS-1603027
IN-2012-JS1603027-41004,41004,Medium,No,JS-1603027
IN-2012-JS1603059-41084,41084,Low,No,JS-1603059
IN-2012-JS1603059-41271,41271,High,No,JS-1603059
IN-2012-JW152207-41234,41234,Medium,No,JW-152207
IN-2012-JW1595558-41234,41234,Critical,No,JW-1595558
IN-2012-JW1607527-41126,41126,High,No,JW-1607527
IN-2012-KA1652588-41124,41124,Medium,No,KA-1652588
IN-2012-KB164057-40953,40953,Medium,No,KB-164057
IN-2012-KB1658527-41106,41106,Medium,No,KB-1658527
IN-2012-KB1660058-41046,41046,High,No,KB-1660058
IN-2012-KB1660058-41136,41136,Medium,No,KB-1660058
IN-2012-KC1625558-41149,41149,High,No,KC-1625558
IN-2012-KC162557-41047,41047,High,No,KC-162557
IN-2012-KD1649527-41272,41272,High,No,KD-1649527
IN-2012-KD16615102-41242,41242,Low,No,KD-16615102
IN-2012-KH1633027-41129,41129,High,No,KH-1633027
IN-2012-KH1636059-41061,41061,High,No,KH-1636059
IN-2012-KH163607-40968,40968,High,No,KH-163607
IN-2012-KH166907-41135,41135,High,No,KH-166907
IN-2012-KL1655527-41201,41201,Medium,No,KL-1655527
IN-2012-KL16645144-41242,41242,High,No,KL-16645144
IN-2012-KM1637566-41206,41206,Medium,No,KM-1637566
IN-2012-KM16660144-41198,41198,Medium,No,KM-16660144
IN-2012-KM1666027-40914,40914,High,No,KM-1666027
IN-2012-KM1666027-41128,41128,Medium,No,KM-1666027
IN-2012-KM1666058-41168,41168,Critical,No,KM-1666058
IN-2012-KM1666059-41254,41254,High,No,KM-1666059
IN-2012-KM1672078-41051,41051,High,No,KM-1672078
IN-2012-KN1645027-40935,40935,Medium,No,KN-1645027
IN-2012-KN164507-40911,40911,Critical,No,KN-164507
IN-2012-KN1670527-41123,41123,Medium,No,KN-1670527
IN-2012-KN167057-41240,41240,Medium,No,KN-167057
IN-2012-KT16465144-41243,41243,Medium,No,KT-16465144
IN-2012-KT1646527-41172,41172,High,No,KT-1646527
IN-2012-KT1646527-41241,41241,Medium,No,KT-1646527
IN-2012-LA1678027-40956,40956,Critical,No,LA-1678027
IN-2012-LA1678058-41247,41247,Medium,No,LA-1678058
IN-2012-LB16735102-40911,40911,High,No,LB-16735102
IN-2012-LB1679558-41219,41219,Medium,No,LB-1679558
IN-2012-LC1687027-40965,40965,High,No,LC-1687027
IN-2012-LC168857-40932,40932,Medium,No,LC-168857
IN-2012-LC1696058-41241,41241,Medium,No,LC-1696058
IN-2012-LD1685559-41112,41112,Medium,No,LD-1685559
IN-2012-LD1685578-41195,41195,Medium,No,LD-1685578
IN-2012-LD17005118-41034,41034,High,No,LD-17005118
IN-2012-LE16810102-41135,41135,Medium,No,LE-16810102
IN-2012-LE1681066-41238,41238,High,No,LE-1681066
IN-2012-LE168107-41202,41202,Medium,No,LE-168107
IN-2012-LH1690027-41209,41209,Medium,No,LH-1690027
IN-2012-LH1690059-41094,41094,Medium,No,LH-1690059
IN-2012-LH1702066-41180,41180,High,No,LH-1702066
IN-2012-LH1715559-40968,40968,Medium,Yes,LH-1715559
IN-2012-LO1717027-41154,41154,Medium,No,LO-1717027
IN-2012-LP17080144-41141,41141,Medium,No,LP-17080144
IN-2012-LP170807-41047,41047,Critical,No,LP-170807
IN-2012-LR1691558-41012,41012,Medium,No,LR-1691558
IN-2012-LR1703558-41195,41195,High,No,LR-1703558
IN-2012-LS1694527-41180,41180,Medium,No,LS-1694527
IN-2012-LS172007-40939,40939,High,No,LS-172007
IN-2012-LT1676527-41212,41212,Medium,No,LT-1676527
IN-2012-LT1676558-40958,40958,High,No,LT-1676558
IN-2012-LT1711027-41226,41226,Medium,No,LT-1711027
IN-2012-LT1711059-40946,40946,Medium,No,LT-1711059
IN-2012-LW16825113-40991,40991,Critical,No,LW-16825113
IN-2012-LW16825113-41263,41263,Medium,No,LW-16825113
IN-2012-LW169907-41012,41012,Medium,No,LW-169907
IN-2012-LW1721527-40933,40933,High,No,LW-1721527
IN-2012-MA1756059-41132,41132,Medium,No,MA-1756059
IN-2012-MA175607-41168,41168,Critical,No,MA-175607
IN-2012-MA179957-41237,41237,Medium,No,MA-179957
IN-2012-MC172757-41241,41241,Medium,No,MC-172757
IN-2012-MC1742558-41060,41060,Medium,No,MC-1742558
IN-2012-MC1757527-41157,41157,Medium,No,MC-1757527
IN-2012-MC176057-41254,41254,High,No,MC-176057
IN-2012-MC176357-41251,41251,Medium,No,MC-176357
IN-2012-MC1784559-41116,41116,Medium,Yes,MC-1784559
IN-2012-MC1813058-41184,41184,Medium,No,MC-1813058
IN-2012-MD1786092-41255,41255,Medium,No,MD-1786092
IN-2012-ME1732092-41059,41059,High,No,ME-1732092
IN-2012-ME1772558-41166,41166,Medium,No,ME-1772558
IN-2012-MF1825088-41159,41159,Medium,No,MF-1825088
IN-2012-MG1768058-41198,41198,Critical,No,MG-1768058
IN-2012-MG176807-41107,41107,High,No,MG-176807
IN-2012-MG1787558-41069,41069,Medium,No,MG-1787558
IN-2012-MG178757-41012,41012,Medium,No,MG-178757
IN-2012-MG178757-41175,41175,Medium,No,MG-178757
IN-2012-MG1789058-40951,40951,Medium,No,MG-1789058
IN-2012-MG1820527-41195,41195,Low,No,MG-1820527
IN-2012-MG1820558-40962,40962,High,No,MG-1820558
IN-2012-MH1744058-41046,41046,High,No,MH-1744058
IN-2012-MH1778558-40997,40997,High,No,MH-1778558
IN-2012-MH1778559-41221,41221,High,No,MH-1778559
IN-2012-MJ1774027-41187,41187,Medium,No,MJ-1774027
IN-2012-MJ177407-41247,41247,Medium,No,MJ-177407
IN-2012-ML173957-41198,41198,Medium,No,ML-173957
IN-2012-ML1741027-41255,41255,High,No,ML-1741027
IN-2012-ML180407-40957,40957,High,No,ML-180407
IN-2012-ML182657-41114,41114,High,No,ML-182657
IN-2012-MM1726058-41034,41034,Medium,No,MM-1726058
IN-2012-MM179207-41003,41003,High,No,MM-179207
IN-2012-MM18280102-41087,41087,Medium,No,MM-18280102
IN-2012-MN1793527-41152,41152,High,No,MN-1793527
IN-2012-MP179657-41242,41242,Medium,Yes,MP-179657
IN-2012-MP1817527-41145,41145,Medium,No,MP-1817527
IN-2012-MS1736527-41062,41062,Critical,No,MS-1736527
IN-2012-MS173657-41040,41040,Medium,No,MS-173657
IN-2012-MT1781527-40996,40996,High,No,MT-1781527
IN-2012-MT1781527-41121,41121,High,No,MT-1781527
IN-2012-MT1807058-41095,41095,Critical,No,MT-1807058
IN-2012-MT1807058-41187,41187,Medium,No,MT-1807058
IN-2012-MV17485113-41213,41213,High,No,MV-17485113
IN-2012-MV1748597-41215,41215,Medium,No,MV-1748597
IN-2012-MV1819011-40970,40970,High,No,MV-1819011
IN-2012-MV1819027-41131,41131,Medium,No,MV-1819027
IN-2012-MV1819058-40988,40988,High,No,MV-1819058
IN-2012-MW1822059-40932,40932,Medium,No,MW-1822059
IN-2012-MW1823558-41068,41068,High,No,MW-1823558
IN-2012-MW182357-41052,41052,High,No,MW-182357
IN-2012-MZ1733527-41116,41116,Medium,No,MZ-1733527
IN-2012-NC1834027-41044,41044,High,No,NC-1834027
IN-2012-NC1834066-41214,41214,Medium,No,NC-1834066
IN-2012-NC1841527-41166,41166,Medium,No,NC-1841527
IN-2012-NC185357-41080,41080,Medium,No,NC-185357
